brand,model,processor,ram_size,storage_size,gpu,motherboard,unit_price
hp,fr4000_tu,i5,8_gb,512_gb,integrated,No,4990
dell,3520_dell,i5,8_gb,512_gb,integrated,No,54900
hp,envy_x360,i7,16_gb,512_gb,intel_iris,No,99990
dell,inspiron_7420,i5,8_gb,512_gb,integrated,No,75976
hp,fr4000tu_hp,i5,8_gb,512_gb,integrated,No,49900
hp,fq5111_tu,i5,8_gb,512_gb,intel_iris,No,53900
hp,2717_tu,i3,8_gb,512_gb,intel_uhd,No,37000
dell,vostro_3420,i5,8_gb,512_gb,integrated,No,55990
lenovo,legion_5,ryzen_7,16_gb,1_tb,rtx,No,129590
dell,3520_intel,i5,8_gb,512_gb,integrated,No,55000
hp,240_g8,i5,8_gb,512_gb,integrated,No,47000
asus,rog_strix,ryzen_9,16_gb,1_tb,integrated,No,124970
hp,240_g8,i5,8_gb,512_gb,integrated,No,48900
hp,omen_16amd,ryzen_7,16_gb,1_tb,nvidia_geforce,No,119990
lenovo,ideapad_gaming,i5,16_gb,512_gb,rtx,No,72989
lenovo,v14_lenovo,i3,8_gb,512_gb,integrated,No,32500
hp,15sfq2717tu_hp,i3,8_gb,512_gb,intel_uhd,No,36600
hp,15s_12th,i5,8_gb,512_gb,intel_iris,No,54990
hp,envy_x360,i7,16_gb,512_gb,intel_iris,No,99900
hp,14s_14sdq2649tu,i3,8_gb,512_gb,intel_uhd,No,39200
hp,victus_12th,i5,8_gb,512_gb,rtx,No,76700
lenovo,v14_core,i3,8_gb,512_gb,integrated,No,30900
hp,victus_gaming,i5,16_gb,512_gb,nvidia_geforce,No,71870
hp,17ck1022tx_omen,i7,32_gb,1_tb,rtx,No,193970
hp,fr4000_tu,i5,8_gb,512_gb,integrated,No,49990
dell,xps_13,i7,16_gb,1_tb,integrated,No,180390
lenovo,amd_athlon,athlon,6_gb,256_gb,amd_radeon,No,17900
dell,inspiron_3511,i3,8_gb,512_gb,integrated,No,39000
hp,240g8_dos,i5,8_gb,512_gb,integrated,No,63553
hp,envy_x360,i7,16_gb,1_tb,integrated,No,97975
lenovo,t470_intel,i5,8_gb,256_gb,integrated,No,15000
hp,840g3_intel,i5,8_gb,256_gb,integrated,No,15000
dell,5430_intel,i5,4_gb,500_gb,integrated,No,8000
dell,6430_intel,i5,64_gb,500_gb,integrated,No,8000
dell,3340_intel,i3,64_gb,500_gb,integrated,No,9000
dell,7490_intel,i5,8_gb,256_gb,integrated,No,19000
dell,5490_intel,i5,8_gb,256_gb,integrated,No,14000
dell,5480_intel,i5,8_gb,256_gb,integrated,No,12500
dell,5470_intel,i5,8_gb,256_gb,integrated,No,12500
dell,7470_intel,i5,8_gb,256_gb,integrated,No,13000
hp,14s_intel,celeron,8_gb,256_gb,intel_uhd,No,36965
msi,modern_15,ryzen_5,16_gb,512_gb,amd_radeon,No,49975
hp,intel_core,i5,8_gb,512_gb,integrated,No,49990
msi,katana_gf66,i7,16_gb,1_tb,rtx,No,99875
lenovo,v15_amd,ryzen_5,8_gb,512_gb,integrated,No,69525
lenovo,ideapad_slim,i3,8_gb,256_gb,integrated,No,33990
hp,victus_gaming,i5,16_gb,512_gb,nvidia_geforce,No,108002
hp,fr4000_tu,i5,8_gb,512_gb,integrated,No,50000
apple,macbook_air,m2,8_gb,256_gb,integrated,No,115100
hp,victus_gaming,ryzen_5,16_gb,512_gb,nvidia_geforce,No,80586
lenovo,v14_lenovo,i3,8_gb,512_gb,integrated,No,30900
asus,tuf_dash,i5,8_gb,512_gb,rtx,No,101990
hp,pavilion_gaming,ryzen_5,8_gb,512_gb,rtx,No,81500
lenovo,legion_5,i7,16_gb,512_gb,rtx,No,119990
hp,240g8_dos,i3,8_gb,512_gb,integrated,No,32900
hp,envy_x360,i7,16_gb,512_gb,intel_iris,No,102976
lenovo,e4155_lenovo,athlon,6_gb,256_gb,amd_radeon,No,17900
hp,15s_fr4000tu,i5,8_gb,512_gb,integrated,No,49800
hp,_fq,i5,8_gb,512_gb,intel_iris,No,53900
lenovo,thinkbook_15,i5,8_gb,512_gb,integrated,No,91990
hp,240g8_hp,i5,8_gb,512_gb,integrated,No,47500
hp,_240g8,i3,8_gb,512_gb,integrated,No,32900
asus,rog_strix,ryzen_9,16_gb,1_tb,integrated,No,124975
hp,240g8_corei5,i5,8_gb,512_gb,integrated,No,63553
hp,240g8_corei3,i3,8_gb,512_gb,integrated,No,63553
asus,tuf_gaming,i5,8_gb,512_gb,nvidia_geforce,No,56975
hp,omen_amd,ryzen_7,8_gb,512_gb,amd_radeon,No,103150
dell,g155515_gaming,ryzen_5,16_gb,512_gb,rtx,No,102522
dell,7480_i5,i5,8_gb,256_gb,integrated,No,13500
dell,latitude_3420,i3,8_gb,256_gb,integrated,No,33500
lenovo,thinkpad_e15,i5,8_gb,256_gb,integrated,No,49500
apple,macbook_air,m1,8_gb,256_gb,integrated,No,79500
hp,250_g8,i5,8_gb,512_gb,integrated,No,39500
hp,240g8_hp,i3,8_gb,512_gb,integrated,No,32900
hp,fr4000_tu,i5,8_gb,512_gb,integrated,No,49800
acer,sf314512_swift,i5,2_gb,512_gb,integrated,No,64139
dell,inspiron_3520,i5,8_gb,512_gb,integrated,No,75649
lenovo,thinkpad_e14,i5,8_gb,512_gb,integrated,No,108000
hp,15s_fq5111tu,i5,8_gb,512_gb,intel_iris,No,54500
hp,fr4000tu_hp,i5,8_gb,512_gb,integrated,No,49990
hp,15s_11th,i3,8_gb,1_tb,intel_uhd,No,40976
lenovo,ideapad_slim,i5,6_gb,512_gb,integrated,No,52977
lenovo,thinkbook_15,i5,8_gb,1_tb,integrated,No,63349
lenovo,athlon_e4155,athlon,6_gb,256_gb,amd_radeon,No,17900
apple,macbook_air,m2,8_gb,256_gb,integrated,No,106999
hp,pavilion_14,i5,16_gb,512_gb,intel_iris,No,80596
lenovo,v15_intel,i3,8_gb,512_gb,integrated,No,58187
asus,rog_strix,ryzen_7,16_gb,1_tb,rtx,No,87977
asus,vivobook_16x,ryzen_5,8_gb,512_gb,integrated,Yes,49976
lenovo,v15_lenovo,i3,8_gb,512_gb,integrated,No,31800
lenovo,v14_lenovo,i3,8_gb,512_gb,integrated,No,31300
asus,vivobook_14,i5,8_gb,1_tb,integrated,No,47978
hp,15s_11th,i3,8_gb,1_tb,integrated,No,38999
hp,15s_11th,i3,8_gb,1_tb,integrated,No,39999
hp,15s_fr4000tu,i5,8_gb,512_gb,integrated,No,49990
dell,inspiron_14,i5,8_gb,512_gb,integrated,No,66000
dell,vostro_3420,i5,8_gb,512_gb,integrated,No,53975
lenovo,athlon_lenovo,athlon,6_gb,256_gb,integrated,No,17900
lenovo,v15_core,i3,8_gb,512_gb,integrated,No,31800
lenovo,v14_core,i3,8_gb,512_gb,integrated,No,31300
gigabyte,z790_ud,ryzen_5,2_gb,512_gb,integrated,Yes,22900
dell,latitude_3420,i3,8_gb,256_gb,integrated,No,32200
lenovo,v15_lenovo,ryzen_3,8_gb,512_gb,integrated,No,32200
dell,vostro_3420,i5,16_gb,512_gb,integrated,No,62439
hp,15s_fq5111tu,i5,8_gb,512_gb,intel_iris,No,54200
hp,price_list,i5,8_gb,512_gb,integrated,No,63553
hp,omen_12th,i9,32_gb,2_tb,rtx,No,296000
dell,inspiron_3501,i5,8_gb,1_tb,integrated,No,66000
hp,240_g8,i3,8_gb,512_gb,integrated,No,32990
apple,macbook_air,m2,8_gb,256_gb,integrated,No,105999
hp,victus_gaming,i7,8_gb,512_gb,rtx,No,101278
hp,240_g8,i5,8_gb,512_gb,integrated,No,48500
hp,fr4000_tu,i5,8_gb,512_gb,integrated,No,49900
hp,fq5111_tu,i5,8_gb,512_gb,intel_iris,No,54200
hp,omen_amd,ryzen_7,8_gb,512_gb,amd_radeon,No,106900
lenovo,legion_5,ryzen_7,16_gb,512_gb,rtx,No,104990
hp,15s_fq5111tu,i5,8_gb,512_gb,intel_iris,No,57000
hp,240_g8,i3,8_gb,512_gb,integrated,No,34500
hp,15s_fr4000tu,i5,8_gb,512_gb,integrated,No,49500
lenovo,thinkpad_p14s,i7,16_gb,512_gb,integrated,No,95000
dell,latitude_5490,i5,8_gb,256_gb,integrated,No,20000
dell,latitude_5470,i5,8_gb,256_gb,integrated,No,15500
hp,240_g8,i5,8_gb,512_gb,integrated,No,50800
hp,240_g8,i5,8_gb,512_gb,integrated,No,49000
asus,vivo_book,i3,8_gb,512_gb,integrated,No,35400
asus,vivobook_15,i3,32_gb,500_gb,integrated,No,34000
hp,hp_used,i5,6_gb,512_gb,integrated,No,19999
hp,fr_,i3,8_gb,512_gb,integrated,No,37500
hp,fr_4000,i5,8_gb,512_gb,integrated,No,50000
hp,fq5111_tu,i5,8_gb,512_gb,integrated,No,54500
dell,3420_i311th,i3,4_gb,hdd,integrated,No,31500
hp,250_g8,i3,8_gb,512_gb,integrated,No,33000
asus,vivobook_15x1500ea,i3,6_gb,500_gb,integrated,No,34000
hp,pavilion_dv1001tu,i5,16_gb,512_gb,intel_iris,No,64000
hp,15sdu_3517tu,i5,8_gb,512_gb,intel_iris,No,53000
hp,fr_2508,i3,8_gb,512_gb,integrated,No,42000
hp,ddr3_hp,i5,6_gb,512_gb,integrated,No,19999
lenovo,lpddr4_lenovo,celeron,64_gb,512_gb,intel_uhd,No,17999
hp,14ec_0037au,m1,16_gb,512_gb,integrated,No,57500
xiaomi,mi_notebook,i5,8_gb,512_gb,integrated,No,71999
hp,ddr4_hp,i5,8_gb,512_gb,integrated,No,45999
hp,ddr4_11th,i3,8_gb,512_gb,integrated,No,50499
dell,vostro_3510,i3,8_gb,512_gb,integrated,Yes,64999
hp,3517_tu,i5,8_gb,512_gb,integrated,No,53000
hp,ddr4_11th,i3,8_gb,256_gb,integrated,No,43999
lenovo,ddr4_10th,i3,6_gb,512_gb,integrated,No,38499
hp,250_g8,i3,8_gb,512_gb,integrated,No,37500
hp,ddr4_11th,i3,8_gb,512_gb,integrated,No,45999
hp,250_g8,i3,8_gb,1_tb,integrated,No,36500
xiaomi,laptop_mi,i5,8_gb,512_gb,integrated,No,57999
dell,ddr4_10th,i3,8_gb,1_tb,integrated,Yes,40999
avita,avita_avita,dual_core,64_gb,128_gb,amd_radeon,No,21000
avita,avita_avita,celeron,6_gb,256_gb,integrated,No,23300
dell,dell_latitude,i5,8_gb,1_tb,integrated,No,67000
apple,macbook_pro,m1,6_gb,256_gb,integrated,No,122900
acer,a715_acer,ryzen_5,8_gb,512_gb,integrated,No,57990
asus,k513eal303ts_intel,i3,64_gb,256_gb,integrated,No,44900
asus,x515eaej322ws_inel,i3,8_gb,512_gb,integrated,No,43500
dell,inspiron_3515,i3,8_gb,256_gb,integrated,No,40999
hp,15sdu3039tu_hp,i3,8_gb,1_tb,integrated,No,43999
hp,lpddr4_intel,celeron,64_gb,512_gb,integrated,No,28999
hp,dv_1001,i5,16_gb,512_gb,integrated,No,64000
xiaomi,ddr4_11th,i5,4_gb,512_gb,integrated,No,74999
microsoft,surface_laptop,i5,8_gb,512_gb,integrated,No,70999
xiaomi,mi_notebook,i5,8_gb,512_gb,integrated,No,60999
hcl,ddr3_core,i5,2_gb,512_gb,integrated,No,43999
hp,13ay0045aux360_hp,ryzen_5,8_gb,512_gb,integrated,No,80499
toshiba,c55d_toshiba,i5,4_gb,512_gb,integrated,No,55399
dell,ddr4_vostro,i3,4_gb,512_gb,integrated,No,42499
lenovo,81wb01e9in_4,i5,8_gb,1_tb,integrated,No,39399
lenovo,81wb01e9in_ideapad,i3,8_gb,512_gb,integrated,No,39499
acer,ddr4_acer,i5,6_gb,1_tb,integrated,No,34999
hp,dv_1000,i5,16_gb,512_gb,integrated,No,60500
asus,x543magq1015t_intel,dual_core,2_gb,512_gb,integrated,No,27999
lenovo,thinkpad_20tas0xe00,i3,6_gb,256_gb,integrated,No,44500
lenovo,thinkpad_20y7s00700,ryzen_3,8_gb,512_gb,integrated,No,44000
lenovo,thinkpad_20tas0dv00,i3,6_gb,256_gb,integrated,No,42000
acer,a315583042_laptop,i3,8_gb,1_tb,integrated,No,34500
asus,x515ebr312ts_asus,i3,8_gb,256_gb,integrated,No,37500
asus,m515_asus,ryzen_3,32_gb,512_gb,integrated,No,34999
hp,250_g8,i3,8_gb,512_gb,integrated,No,37900
hp,gy_501,i5,8_gb,256_gb,integrated,No,37800
hp,3517_tu,i5,8_gb,512_gb,integrated,No,53200
hp,14ec0035au_hp,ryzen_5,8_gb,512_gb,integrated,No,52800
lenovo,celeron_lenovo,celeron,6_gb,256_gb,integrated,No,30300
hp,15sgr0012au_hp,ryzen_3,8_gb,1_tb,amd_radeon,No,41200
hp,laptop_15s,i3,8_gb,512_gb,intel_uhd,No,42700
apple,m1_mgn63hna,m1,8_gb,256_gb,integrated,No,92900
hp,3501_tu,i3,8_gb,512_gb,integrated,No,41500
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,46700
lenovo,v14_lenovo,i3,8_gb,1_tb,integrated,No,32300
lenovo,thinkbook_20vea0chih,i5,8_gb,1_tb,integrated,No,62500
lenovo,thinkpad_20tas0xf00,i3,6_gb,256_gb,integrated,No,41500
dell,3511_core,i3,8_gb,1_tb,integrated,No,39100
zotac,ddr3_geforce,ryzen_3,2_gb,512_gb,integrated,No,4531
philips,blue_thunder,i5,2_gb,512_gb,integrated,No,5609
dell,ddr4_11th,i5,8_gb,512_gb,integrated,No,71490
dell,3405_ryz,i5,8_gb,256_gb,integrated,No,44100
dell,3405_ryzen,ryzen_3,8_gb,1_tb,integrated,No,37100
dell,i511320h_11th,i5,8_gb,512_gb,integrated,No,71490
dell,3420_i311th,i3,4_gb,ssd,integrated,No,38000
hp,153001tu_i311th,i3,8_gb,1_tb,integrated,No,38000
lenovo,thinkpad_20tas0e800,i5,16_gb,512_gb,integrated,No,89000
lenovo,thinkpad_20tas08f00,i5,8_gb,512_gb,integrated,No,84000
lenovo,thinkpad_20tas0aj00,i5,8_gb,512_gb,integrated,No,74500
lenovo,thinkpad_20yes00000,ryzen_5,8_gb,512_gb,integrated,No,70500
lenovo,thinkbook_20vda0byih,i5,8_gb,512_gb,integrated,No,70500
lenovo,thinkpad_20tds0rp00,i3,6_gb,256_gb,integrated,No,42800
lenovo,xf00_thinkpad,i3,6_gb,256_gb,integrated,No,42000
hp,2076tx_i511th,i5,8_gb,512_gb,integrated,No,63553
hp,dv0055tu_core,i5,16_gb,512_gb,integrated,No,65500
hp,fq_2076,i5,8_gb,512_gb,integrated,No,63553
avita,pura_amd,i5,8_gb,256_gb,integrated,No,25200
hp,probook_440,i5,8_gb,512_gb,integrated,No,84000
hp,envy_x360,ryzen_5,16_gb,512_gb,integrated,No,80600
dell,inspiron_5410,i5,8_gb,512_gb,integrated,No,69000
hp,fq2071tu_hp,i5,32_gb,512_gb,integrated,No,55500
hp,dq2535tu_hp,i5,8_gb,512_gb,integrated,No,56500
hp,pavillion_dv,i5,16_gb,512_gb,integrated,No,65000
apple,mgn63hna_13inch,m1,8_gb,256_gb,integrated,No,83500
hp,b450_g8,i3,8_gb,256_gb,integrated,No,40500
hp,1514_tx,i5,8_gb,1_tb,integrated,No,63900
hp,fq2076_tu,i5,8_gb,512_gb,integrated,No,63553
hp,dy_3563,i3,8_gb,512_gb,integrated,No,41500
hp,250g8_i3,i3,8_gb,512_gb,integrated,No,39900
lenovo,ideapad_slim,i3,8_gb,256_gb,integrated,No,35700
apple,macbook_air,m1,6_gb,256_gb,integrated,No,83000
hp,hp_zbook,i7,16_gb,1_tb,integrated,No,120000
dell,3501_inspiron,i3,8_gb,1_tb,integrated,No,63553
apple,macbook_air,m1,8_gb,256_gb,integrated,No,82000
dell,3501_inspiron,i3,8_gb,256_gb,integrated,No,63553
dell,3420_latitude,i3,4_gb,1_tb,integrated,No,38900
hp,3001_tu,i3,8_gb,1_tb,integrated,No,63553
hp,15s_hp,i3,8_gb,512_gb,integrated,No,41900
dell,3401_dell,i3,8_gb,512_gb,integrated,No,43500
apple,mac_book,m1,8_gb,256_gb,integrated,No,82300
apple,macbook_air,m1,8_gb,256_gb,integrated,No,83000
hp,dy_3001,i3,8_gb,512_gb,integrated,No,63553
hp,hp_240,i5,8_gb,512_gb,integrated,No,65000
hp,hp_probook,i5,8_gb,512_gb,integrated,No,75000
lenovo,lenovo_v15,i5,8_gb,512_gb,integrated,No,44500
dell,3401_vostro,i3,6_gb,1_tb,integrated,No,38500
dell,dell_ins,i3,8_gb,1_tb,integrated,No,40500
dell,3501_core,i3,8_gb,1_tb,integrated,No,63553
dell,3515_ryzen,ryzen_3,8_gb,1_tb,integrated,No,38900
dell,3511_inspiron,i5,8_gb,512_gb,integrated,No,56900
dell,inspiron_3511,i5,8_gb,512_gb,integrated,No,56900
apple,apple_m1,m1,8_gb,256_gb,integrated,No,82800
dell,inspiron_3511,i5,8_gb,1_tb,integrated,No,56500
apple,m1_apple,m1,8_gb,256_gb,integrated,No,92900
hp,dv0054tu_intel,i5,4_gb,512_gb,integrated,No,65500
hp,240_g8,i3,8_gb,1_tb,integrated,No,42800
avita,avita_pura,dual_core,8_gb,256_gb,integrated,No,25200
hp,pavilion_15s,i3,8_gb,512_gb,integrated,No,42500
lenovo,slim3i_lenovo,i3,8_gb,256_gb,integrated,No,39500
lenovo,v15_156,i3,6_gb,1_tb,integrated,No,30000
apple,mkgp3hn_14inch,m1,8_gb,512_gb,integrated,Yes,194900
apple,mk193hn_mbp,i5,16_gb,512_gb,integrated,Yes,259900
apple,macbook_pro,m1,16_gb,512_gb,integrated,Yes,239900
lenovo,v15iil_i310thram,i3,6_gb,1_tb,integrated,No,33900
dell,3511_i511th8gb1tb256gb156w10msoffice,i5,8_gb,1_tb,integrated,No,56700
apple,macbook_air,m1,6_gb,256_gb,integrated,No,86000
hp,dv0543_tu,i5,8_gb,512_gb,integrated,No,59000
dell,gaming_g155511,i7,16_gb,1_tb,rtx,No,63553
dell,vostro_3500,m4,6_gb,1_tb,integrated,No,63553
lenovo,thinkpad_x390,i7,8_gb,512_gb,integrated,No,75000
lenovo,p14s_amd,ryzen_7,16_gb,512_gb,integrated,No,100001
acer,aspire_a315,i3,4_gb,1_tb,integrated,No,63553
apple,used_macbook,i5,8_gb,512_gb,integrated,No,55000
lenovo,v14_i3,i3,4_gb,1_tb,integrated,No,33000
apple,macbook_air,m1,6_gb,256_gb,integrated,No,89000
hp,elitebook_840,i5,8_gb,512_gb,integrated,No,109492
hp,fr_2005tu,i5,8_gb,1_tb,intel_iris,No,63553
hp,fq2072tu_core,i3,8_gb,512_gb,integrated,No,63553
dell,inspiron_3501,i3,6_gb,1_tb,integrated,No,42500
hp,hp_zbook,i7,16_gb,1_tb,integrated,No,119500
hp,zbook_fire,i7,16_gb,512_gb,integrated,No,106779
asus,ga401iuha247ts_r74800hs,ryzen_7,8_gb,512_gb,gtx,No,102000
lenovo,yoga_slim,i7,16_gb,1_tb,integrated,No,87700
lenovo,ideapad_slim,i3,8_gb,256_gb,integrated,No,34000
apple,macbook_air,m1,6_gb,256_gb,integrated,No,84000
lenovo,thnikpad_e14,ryzen_5,8_gb,512_gb,integrated,No,55000
lenovo,thinkbook_15,i5,8_gb,512_gb,integrated,No,57750
lenovo,20vea0a4ih_thinkbook,i5,8_gb,512_gb,integrated,No,58000
hp,dr_2015tu,i3,8_gb,512_gb,integrated,No,63553
hp,3w258paacj_i5,i5,8_gb,512_gb,integrated,No,93000
microsoft,surface_commercial,i5,8_gb,tb,integrated,No,88000
apple,all_products,i5,8_gb,tb,integrated,No,89000
asus,x515eabq562ts_i51135g78g512g,i5,8_gb,512_gb,integrated,No,56000
asus,x515eabq312ts_i31115g48g256g,i3,8_gb,256_gb,integrated,No,42000
apple,book_mgn63hna,m1,8_gb,256_gb,integrated,No,82500
sony,vaio_e15,i5,8_gb,512_gb,integrated,No,47500
apple,macbook_air,m1,8_gb,512_gb,integrated,No,89000
hp,eq_1030,i5,8_gb,512_gb,integrated,No,50500
hp,fq_2071tu,i5,32_gb,512_gb,integrated,No,56500
hp,dq_2535,i5,8_gb,512_gb,integrated,No,63553
sony,vje_151g11w,ryzen_5,8_gb,512_gb,integrated,No,63553
dell,3401_intel,i3,8_gb,512_gb,integrated,No,44500
hp,250g8_core,i3,8_gb,512_gb,integrated,No,40000
hp,hp_245,ryzen_3,4_gb,1_tb,integrated,No,63553
asus,k413faek583ts_i510210u8gb512g,i5,8_gb,512_gb,integrated,No,57990
asus,vivobook_14,i3,8_gb,1_tb,integrated,No,41000
microsoft,surface_book,i5,8_gb,256_gb,integrated,No,124028
microsoft,surface_go,i5,8_gb,128_gb,integrated,No,46300
microsoft,surface_go,i5,64_gb,512_gb,integrated,No,36084
microsoft,surface_laptop,i5,8_gb,256_gb,integrated,No,103298
microsoft,surface_laptop,i5,8_gb,128_gb,integrated,No,82381
lenovo,e4145_amd,m4,4_gb,1_tb,integrated,No,28900
lenovo,e41_amd,m1,4_gb,1_tb,integrated,No,21500
hp,hp_15sdu3038tu,i3,8_gb,1_tb,integrated,No,63553
hp,hp_14sdq2100tu,i5,2_gb,ssd,integrated,No,40500
hp,hp_15sdu1064tu,i3,8_gb,1_tb,integrated,No,63553
hp,hp_14scf3006tu,i3,6_gb,1_tb,integrated,No,63553
lenovo,v15_ryzen,ryzen_3,6_gb,1_tb,integrated,No,30900
dell,latitude_3410,i5,8_gb,512_gb,integrated,No,72500
dell,latitude_3420,i5,8_gb,1_tb,integrated,No,63553
apple,macbook_pro,i9,16_gb,1_tb,integrated,No,63553
apple,mac_book,i5,16_gb,512_gb,integrated,No,63553
asus,g512lvaz224ts_intel,i7,8_gb,512_gb,rtx,No,63553
asus,fa566ivhn414ts_asus,ryzen_7,8_gb,1_tb,rtx,No,63553
asus,2020_tuf,i5,8_gb,ssd,rtx,No,136991
asus,2020_strix,i7,8_gb,512_gb,rtx,No,176990
lenovo,flex_514iil,i3,8_gb,256_gb,integrated,No,37600
lenovo,legion7_81yu006hin,i9,16_gb,1_tb,integrated,No,231000
msi,gaming_laptop,i5,8_gb,512_gb,integrated,No,99000
apple,macbook_pro,i5,16_gb,512_gb,integrated,No,174900
apple,macbook_pro,i9,16_gb,1_tb,integrated,No,239900
apple,macbook_pro,i7,16_gb,512_gb,integrated,No,199900
apple,mgnd3hna_macbook,m1,8_gb,256_gb,integrated,No,92900
apple,mgn63hna_macbook,m1,8_gb,256_gb,integrated,No,92900
asus,p1411cjaek526_90nb0st2m08520,i3,8_gb,256_gb,integrated,No,31044
asus,p1410cjaek223_90nb0q95m03720,i3,8_gb,1_tb,integrated,No,30384
asus,b9450fabm0336r_14,i7,16_gb,1_tb,integrated,No,138755
dynabook,satellite_pro,i7,16_gb,512_gb,integrated,Yes,72990
dynabook,satellite_pro,i5,16_gb,512_gb,integrated,Yes,66300
dynabook,satellite_pro,i5,8_gb,512_gb,integrated,Yes,62999
dynabook,satellite_pro,i5,8_gb,512_gb,integrated,Yes,50500
dell,latitude_3410,i7,8_gb,tb,integrated,No,76500
apple,macbook_pro,i7,16_gb,512_gb,integrated,No,172425
dynabook,satellite_pro,i5,8_gb,256_gb,integrated,Yes,58750
dell,inspiron_3501,i5,8_gb,1_tb,integrated,No,63553
dell,inspiron_3501,i5,6_gb,1_tb,integrated,No,63553
hp,14sdr2016tu_intel,i5,8_gb,512_gb,integrated,No,63553
hp,15sdr3500tx_intel,i5,8_gb,512_gb,integrated,No,63553
dell,3410_latitude,i3,4_gb,1_tb,integrated,No,38500
lenovo,amd_a9,m1,4_gb,1_tb,integrated,No,25000
lenovo,thinkpad_x1,i7,16_gb,512_gb,integrated,No,63553
lenovo,thinkpad_e14,i5,8_gb,500_gb,integrated,No,62900
lenovo,thinkpad_e14,i5,8_gb,1_tb,integrated,No,54900
lenovo,thinkpad_l14,i3,6_gb,256_gb,integrated,No,37500
avita,essential_a2inc443mb,celeron,6_gb,256_gb,integrated,Yes,22700
hp,15sgr0011au_hp,i5,2_gb,512_gb,integrated,No,63553
hp,15sgr0011au_thin,i5,8_gb,512_gb,integrated,No,63553
hp,dq2100tu_thin,i5,2_gb,512_gb,integrated,No,41500
hp,fr2006tu_hp,i3,8_gb,512_gb,intel_uhd,No,45000
dell,3410_i5,i5,4_gb,1_tb,integrated,No,65500
lenovo,thinkbook_14,i5,8_gb,1_tb,integrated,No,53000
dell,inspiron_5502,i7,8_gb,512_gb,integrated,No,84500
dell,inspiron_5502,i5,8_gb,512_gb,integrated,No,66700
hp,245g7_athlon,athlon,4_gb,1_tb,integrated,No,25500
dell,3410_i3,i3,4_gb,1_tb,integrated,No,38400
lenovo,e41_lenovo,m1,6_gb,1_tb,integrated,No,22500
hp,15dh0138tx_hp,i7,8_gb,1_tb,rtx,No,82600
apple,macbook_pro,i5,8_gb,256_gb,integrated,No,122990
xiaomi,notebook_14,i5,8_gb,512_gb,intel_uhd,No,45999
dell,inspiron_3593,m2,8_gb,1_tb,integrated,No,39499
asus,p1440fa_i3,i3,4_gb,1_tb,integrated,No,28500
hp,245_g7,ryzen_3,4_gb,1_tb,integrated,No,26000
hp,15_db1069au,ryzen_3,32_gb,1_tb,integrated,No,29900
hp,245_g7,ryzen_3,6_gb,256_gb,integrated,No,30500
hp,240_g7,i3,8_gb,1_tb,integrated,No,45000
xiaomi,notebook_horizon,i5,8_gb,512_gb,integrated,No,55100
xiaomi,gaming_laptop,i5,8_gb,1_tb,gtx,No,368500
xiaomi,air_notebook,i5,8_gb,1_tb,integrated,No,212500
lenovo,v145_lenovo,i5,6_gb,1_tb,integrated,No,23900
microsoft,surface_book2,i5,8_gb,256_gb,integrated,No,109071
acer,z2485_acer,i3,8_gb,1_tb,integrated,No,32000
acer,one_z2485,i5,8_gb,1_tb,integrated,No,24000
hp,15sdu1065tu_hp,i5,6_gb,512_gb,intel_uhd,No,51000
lenovo,thinkbook_e14,i3,6_gb,1_tb,integrated,No,31200
dell,3593_i3,i3,32_gb,1_tb,integrated,No,38900
hp,hp_245,ryzen_5,6_gb,1_tb,amd_radeon,No,35290
lenovo,v14_lenovo,i3,6_gb,1_tb,integrated,No,32900
dell,3493_dell,i5,4_gb,512_gb,integrated,No,35400
dell,3500_dell,i3,8_gb,1_tb,integrated,No,34200
asus,vivobook_15,celeron,4_gb,1_tb,integrated,No,18200
msi,modern_15,i5,6_gb,512_gb,integrated,No,59000
msi,gaming_bravo,ryzen_7,16_gb,512_gb,integrated,No,107000
msi,gaming_gl65,i7,8_gb,512_gb,gtx,No,75000
msi,gl65_leopard,i5,8_gb,512_gb,gtx,No,63000
hp,1034tu_intel,i5,8_gb,tb,integrated,Yes,53200
lenovo,thinkbook_14,i3,6_gb,1_tb,integrated,No,31200
dell,inspiron_3593,i5,8_gb,1_tb,integrated,No,61800
apple,mqd32hn_mqd32hn,i5,8_gb,128_gb,integrated,No,71186
apple,macbook_pro,i9,16_gb,1_tb,integrated,Yes,239900
apple,macbook_air,i5,8_gb,512_gb,integrated,Yes,122990
apple,macbook_air,i5,8_gb,256_gb,integrated,Yes,92990
microsoft,surface_pro,i5,8_gb,512_gb,integrated,No,7500
microsoft,surface_pro,i7,16_gb,1_tb,integrated,No,201226
microsoft,surface_pro,i5,16_gb,512_gb,integrated,No,163307
lenovo,v13o_lenovo,i3,8_gb,1_tb,integrated,No,40000
apple,macbook_air,i5,6_gb,256_gb,integrated,No,92990
microsoft,surface_pro,i5,8_gb,256_gb,integrated,No,111208
apple,macbook_pro,i5,16_gb,512_gb,integrated,Yes,174900
apple,macbook_air,i5,8_gb,128_gb,integrated,No,99900
apple,macbook_pro,i5,8_gb,128_gb,integrated,No,119900
dell,latitude_3400,i5,8_gb,1_tb,integrated,No,45000
lenovo,lenovo_ip,i5,8_gb,1_tb,nvidia_geforce,No,39530
lenovo,ideapad_s145,i5,8_gb,1_tb,nvidia_geforce,No,43188
